Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene stable ID,Gene name,Strand
18,58535415,58538552,ENSG00000267257,,1
18,58557070,58566677,ENSG00000267579,,1
18,58600631,58600698,ENSG00000252284,SNORA108,1
18,58631259,58632120,ENSG00000239659,RPL9P31,1
10,42660728,42661776,ENSG00000232109,VN1R54P,1
10,36521721,36524234,ENSG00000229644,NAMPTP1,-1
18,58659858,58660524,ENSG00000275418,,1
15,55588666,55589811,ENSG00000285805,,1
10,45151445,45151915,ENSG00000236442,ANKRD54P1,-1
15,44387320,44390451,ENSG00000259499,,-1
10,27999788,28049615,ENSG00000233472,,1
18,58670009,58671877,ENSG00000267226,MALT1-AS1,-1
8,66192093,66197315,ENSG00000253138,LINC00967,1
15,70615547,70616567,ENSG00000281264,SALRNA3,1
10,43728217,43728728,ENSG00000271173,SPRING1P1,1
18,58672613,58752730,ENSG00000267476,,-1
15,70321576,70326742,ENSG00000259503,,1
10,42209990,42210383,ENSG00000271650,,1
HSCHR15_3_CTG8,34369,34665,ENSG00000282077,PATL2,1
15,60073554,60118320,ENSG00000259223,,-1
10,5304431,5304865,ENSG00000223987,RPL26P28,-1
18,58690356,58692153,ENSG00000266946,MRPL37P1,1
10,47348363,47357881,ENSG00000265203,RBP3,1
15,70796597,70802688,ENSG00000235420,RPL29P30,-1
18,58752179,58753898,ENSG00000267705,,-1
HSCHR15_3_CTG8,52357,91200,ENSG00000278211,TRIM69,1
18,58754859,58757842,ENSG00000267501,,-1
8,83200952,83202431,ENSG00000253423,,-1
18,58805268,58805374,ENSG00000201598,RNU6-219P,1
18,58808468,58834364,ENSG00000267593,LINC01926,1
8,85373436,85449040,ENSG00000164879,CA3,1
15,49101791,49103264,ENSG00000259656,,1
9,97512706,97517836,ENSG00000228174,,-1
15,68483202,68487149,ENSG00000286770,,-1
18,58818883,58819016,ENSG00000199713,U8,-1
18,58926197,58926296,ENSG00000251870,RNU2-69P,-1
18,58996734,59069338,ENSG00000224367,OACYLP,1
9,60546920,60547154,ENSG00000277598,,-1
9,64737403,64737755,ENSG00000235932,,-1
9,101569352,101738647,ENSG00000198785,GRIN3A,-1
HSCHR15_3_CTG8,3083,7492,ENSG00000282700,,-1
HSCHR15_3_CTG8,34826,42225,ENSG00000273686,B2M,1
15,57953424,58497866,ENSG00000128918,ALDH1A2,-1
8,85814767,85818783,ENSG00000277436,REXO1L5P,-1
8,74093545,74208536,ENSG00000253983,,1
8,62110524,62119898,ENSG00000253789,NARS1P2,1
8,80265907,80484481,ENSG00000253238,,1
18,59081911,59085920,ENSG00000267215,,1
22,49918167,49927540,ENSG00000184164,CRELD2,1
10,31805398,31928876,ENSG00000165322,ARHGAP12,-1
HSCHR15_3_CTG8,20670,20767,ENSG00000207390,Y_RNA,-1
HSCHR15_3_CTG8,167937,168049,ENSG00000273845,Y_RNA,1
HSCHR15_3_CTG8,216480,216644,ENSG00000273636,,1
HSCHR15_3_CTG8,151381,193714,ENSG00000282195,SORD2P,-1
HSCHR15_3_CTG8,150689,216558,ENSG00000290502,SORD2P,-1
6,25140003,25141403,ENSG00000219682,,1
6,28969130,28970460,ENSG00000228666,KRT18P1,-1
6,14597514,14599690,ENSG00000229646,,-1
6,28783633,28784004,ENSG00000235559,NOP56P1,-1
14,106122420,106122709,ENSG00000254174,IGHV1-12,-1
6,22589137,22593833,ENSG00000228772,,-1
8,88485110,88486094,ENSG00000250962,C12orf29P3,1
14,92794305,92839947,ENSG00000066455,GOLGA5,1
6,13357830,13487662,ENSG00000145990,GFOD1,-1
8,82979411,82979886,ENSG00000253581,DPPA3P9,1
8,75407914,75566834,ENSG00000164749,HNF4G,1
18,7566782,8406861,ENSG00000173482,PTPRM,1
9,63581254,63581834,ENSG00000233555,RPL7AP46,-1
9,63055641,63059217,ENSG00000198312,BMS1P9,1
9,102995311,103018488,ENSG00000155833,CYLC2,1
13,24307166,24322535,ENSG00000240654,C1QTNF9,1
6,24126186,24154900,ENSG00000152954,NRSN1,1
13,46211928,46277115,ENSG00000173988,LRRC63,1
9,89472237,89472692,ENSG00000225460,,1
9,91206175,91210299,ENSG00000273381,,-1
9,91409045,91423832,ENSG00000165030,NFIL3,-1
16,19334011,19337804,ENSG00000285869,LINC02858,1
9,90232185,90233141,ENSG00000225072,OR7E116P,1
6,14391094,14393929,ENSG00000237346,,-1
6,16041381,16041614,ENSG00000274212,,-1
9,105694541,105776629,ENSG00000095209,TMEM38B,1
6,29268462,29269421,ENSG00000242524,OR2U2P,-1
8,80300869,80301481,ENSG00000213791,,1
6,28859625,28864630,ENSG00000225595,LINC01623,-1
8,76404058,76407138,ENSG00000271167,LINC01109,1
16,18781295,18790383,ENSG00000134419,RPS15A,-1
HSCHR17_1_CTG5,195712,241065,ENSG00000274332,LRRC37A2,-1
8,56957931,56993867,ENSG00000104331,BPNT2,-1
6,5065795,5066982,ENSG00000220685,,-1
6,4304942,4583871,ENSG00000285424,,-1
13,63832361,63833053,ENSG00000285566,,-1
13,61409685,61415849,ENSG00000280165,PCDH20,-1
14,56488354,56650606,ENSG00000070269,TMEM260,1
HSCHR17_1_CTG5,877604,880712,ENSG00000280786,,1
HSCHR17_1_CTG5,889441,892431,ENSG00000281284,MAPT-IT1,-1
6,15246069,15522042,ENSG00000008083,JARID2,1
HSCHR17_1_CTG5,760287,893653,ENSG00000276155,MAPT,-1
13,21140119,21149097,ENSG00000150459,SAP18,1
8,85733419,85737278,ENSG00000275928,REXO1L11P,1
8,80265528,80266155,ENSG00000241746,RPL13AP18,-1
8,77013751,77014028,ENSG00000253952,HIGD1AP18,-1
9,82543718,82544196,ENSG00000278988,,1
8,85851446,85861562,ENSG00000285768,LINC02849,-1
9,68306528,68330626,ENSG00000234394,LINC03025,1
9,93091460,93095546,ENSG00000223446,,-1
8,85214048,85220421,ENSG00000176731,RBIS,-1
9,93951627,93955355,ENSG00000131668,BARX1,-1
HSCHR17_1_CTG5,126335,181190,ENSG00000277111,PLEKHM1,-1
6,4979072,4979494,ENSG00000217030,,1
6,7232556,7232678,ENSG00000287002,,1
6,13949095,13949666,ENSG00000220868,MRPL35P1,1
6,24947880,24948344,ENSG00000217083,MTCO2P33,1
6,29181510,29182445,ENSG00000224233,OR2J4P,1
6,29124210,29128908,ENSG00000227206,,1
9,60918581,60927822,ENSG00000275628,,-1
HSCHR17_1_CTG5,87453,87998,ENSG00000281898,,1
6,29162475,29166201,ENSG00000284656,,-1
9,90300885,90433566,ENSG00000231107,LINC01508,-1
HSCHR17_1_CTG5,84423,124856,ENSG00000276836,ARHGAP27,-1
6,28903002,28923988,ENSG00000204713,TRIM27,-1
9,60944555,60944636,ENSG00000278485,,-1
9,107543151,107543616,ENSG00000227350,PPIAP88,-1
9,110243810,110256507,ENSG00000136810,TXN,-1
13,99841879,99957659,ENSG00000286757,,-1
13,46052497,46161379,ENSG00000235903,CPB2-AS1,1
HSCHR15_5_CTG8,325859,329670,ENSG00000278229,RPS17,-1
HSCHR17_1_CTG5,561512,758707,ENSG00000275867,KANSL1,1
HSCHR15_5_CTG8,320759,323245,ENSG00000282596,DNM1P38,-1
20,35752814,35753719,ENSG00000225357,RPF2P1,1
20,35769785,35769867,ENSG00000283527,U6,-1
HSCHR15_5_CTG8,332306,430788,ENSG00000277445,CPEB1,-1
9,118740563,118745312,ENSG00000235201,LINC02578,1
9,88324454,88325339,ENSG00000226327,RPSAP49,1
9,100975668,100976682,ENSG00000229541,GAPDHP26,1
13,51803838,51813832,ENSG00000231856,,1
9,80565032,80565962,ENSG00000225901,MTND2P9,-1
9,63728877,63744910,ENSG00000224267,,1
20,35626031,35664956,ENSG00000214078,CPNE1,-1
13,32420390,32420516,ENSG00000212293,,-1
9,41657708,41699072,ENSG00000275239,FAM242F,-1
13,24723101,24738690,ENSG00000285806,,-1
4,499210,540200,ENSG00000174227,PIGG,1
13,24742677,24746184,ENSG00000231417,IRX1P1,1
5,50969660,50970187,ENSG00000248918,,1
13,24747658,24755201,ENSG00000287887,,1
5,33008934,33026025,ENSG00000249102,,1
13,24750657,24752171,ENSG00000226695,ANKRD20A10P,-1
13,24680408,24712472,ENSG00000075673,ATP12A,1
5,37505688,37506857,ENSG00000248216,KCTD9P5,-1
9,118763867,118764345,ENSG00000231166,TUBB4BP6,1
HSCHR17_1_CTG5,590243,593390,ENSG00000281569,KANSL1-AS1,-1
9,105710290,105710781,ENSG00000228366,,-1
9,102055252,102055741,ENSG00000230418,ARL2BPP7,-1
5,24487100,24644978,ENSG00000040731,CDH10,-1
HSCHR17_1_CTG5,542478,543471,ENSG00000281815,,-1
9,97699625,97853080,ENSG00000236130,PTCSC2,-1
HSCHR17_1_CTG5,752848,753305,ENSG00000280735,,-1
HSCHR17_1_CTG5,1544936,1548903,ENSG00000281693,,-1
HSCHR15_5_CTG8,207736,223315,ENSG00000282814,,1
HSCHR17_1_CTG5,413625,459002,ENSG00000278742,LRRC37A,-1
HSCHR15_5_CTG8,219103,228233,ENSG00000274320,GOLGA6L9,1
9,31253901,31254777,ENSG00000232203,SLC25A6P2,1
9,64878790,64889063,ENSG00000223602,,-1
16,17932720,17933275,ENSG00000228071,RPL7P47,1
HSCHR15_5_CTG8,329138,345037,ENSG00000282755,,-1
9,91104327,91213046,ENSG00000230537,LINC02937,-1
15,73051710,73305205,ENSG00000067141,NEO1,1
HSCHR17_1_CTG5,1496402,1541763,ENSG00000275621,LRRC37A3,1
16,12545482,12546684,ENSG00000260601,,1
HSCHR15_5_CTG8,261280,262027,ENSG00000282514,,1
8,61202350,61203220,ENSG00000213881,NPM1P6,1
HSCHR15_5_CTG8,234751,243765,ENSG00000276228,UBE2Q2P6,1
16,9365540,9518325,ENSG00000260071,,1
HSCHR15_5_CTG8,52800,59514,ENSG00000274042,GOLGA6L10,-1
9,87799501,87821803,ENSG00000276478,,-1
8,40900016,40901854,ENSG00000254383,,-1
HSCHR17_1_CTG5,1502797,1565746,ENSG00000275949,,-1
9,89825964,90019549,ENSG00000237626,,1
HSCHR15_5_CTG8,113267,122964,ENSG00000275049,,-1
HSCHR15_5_CTG8,128991,138515,ENSG00000274166,GOLGA6L10,-1
6,5291030,5291388,ENSG00000220446,,-1
6,3913922,3914292,ENSG00000218472,,-1
HSCHR17_1_CTG5,1460410,1461403,ENSG00000281336,,1
6,2227803,2230261,ENSG00000285603,,1
HSCHR17_1_CTG5,941109,943346,ENSG00000278194,SPPL2C,-1
HSCHR15_5_CTG8,161299,162009,ENSG00000273673,,-1
6,5609227,5610195,ENSG00000218574,HNRNPA1P37,-1
HSCHR17_1_CTG5,892614,944825,ENSG00000281578,MAPT-AS1,1
HSCHR15_5_CTG8,248555,259085,ENSG00000282457,CSPG4P10,1
6,29036021,29076524,ENSG00000277661,OR2W1-AS1,1
HSCHR15_5_CTG8,253792,266338,ENSG00000290468,,1
13,24703556,24703665,ENSG00000207474,RNY1P7,-1
13,24704338,24704788,ENSG00000225404,RPL26P34,-1
14,86332376,86401285,ENSG00000258994,LINC02309,1
HSCHR17_1_CTG5,389590,511415,ENSG00000275748,ARL17B,1
HSCHR15_5_CTG8,308998,315555,ENSG00000282209,GOLGA6L17P,1
13,24764169,24879921,ENSG00000132972,RNF17,1
6,28888832,28889906,ENSG00000233366,ZNF90P2,-1
6,29071824,29072599,ENSG00000236909,OR2P1P,-1
HSCHR15_5_CTG8,308934,313039,ENSG00000290504,,1
6,14004920,14006901,ENSG00000233981,,1
22,43999211,44172939,ENSG00000188677,PARVB,1
HSCHR15_5_CTG8,265554,267008,ENSG00000282183,GOLGA2P10,-1
6,28570535,28616212,ENSG00000232040,SCAND3,-1
X,75156388,75304885,ENSG00000094841,UPRT,1
HSCHR15_5_CTG8,262073,303283,ENSG00000290533,,-1
14,87837820,87993665,ENSG00000054983,GALC,-1
HSCHR17_1_CTG5,1576739,1743341,ENSG00000278174,NSF,1
16,898967,905224,ENSG00000260316,,-1
HSCHR15_5_CTG8,8576,44645,ENSG00000281976,ADAMTS7P1,1
16,9446010,9455505,ENSG00000261075,LINC01195,-1
5,35678484,35827018,ENSG00000248969,,-1
9,64810865,64811429,ENSG00000271225,BNIP3P4,-1
HSCHR15_5_CTG8,8686,15834,ENSG00000291160,,1
5,18893902,18894168,ENSG00000249927,,-1
9,64765054,64765535,ENSG00000156755,IGKV1OR-2,-1
5,30733557,30743704,ENSG00000287940,,-1
HSCHR15_5_CTG8,98047,105740,ENSG00000282377,,-1
5,9001774,9045940,ENSG00000250619,,1
HSCHR15_5_CTG8,90834,103379,ENSG00000291161,,-1
9,69820817,69906227,ENSG00000204711,CFAP95,1
5,31657218,31665067,ENSG00000248624,,1
HSCHR15_5_CTG8,180945,209160,ENSG00000282084,UBE2Q2P2,1
5,21196720,21196860,ENSG00000248286,,1
5,28927298,28927459,ENSG00000277878,,-1
8,73420369,73747708,ENSG00000040341,STAU2,-1
HSCHR15_5_CTG8,144196,208476,ENSG00000291162,UBE2Q2P2,1
16,268301,275980,ENSG00000076344,RGS11,-1
5,42188266,42191523,ENSG00000260786,,1
5,8793875,8794197,ENSG00000280185,,1
6,28986800,28988536,ENSG00000244349,,1
HSCHR17_1_CTG5,1186488,1187956,ENSG00000281283,MAPK8IP1P1,1
HSCHR17_1_CTG5,1490043,1495436,ENSG00000281797,RDM1P2,1
6,12290361,12297194,ENSG00000078401,EDN1,1
5,1725149,1728172,ENSG00000260066,,1
HSCHR17_1_CTG5,525964,527032,ENSG00000281642,,1
HSCHR17_1_CTG5,264219,378518,ENSG00000280810,NSFP1,-1
5,55160167,55167297,ENSG00000164294,GPX8,1
HSCHR17_1_CTG5,788696,789140,ENSG00000281139,STH,-1
HSCHR17_1_CTG5,1397272,1398561,ENSG00000281487,,1
HSCHR17_1_CTG5,242033,247428,ENSG00000281364,,-1
HSCHR17_1_CTG5,61905,62560,ENSG00000281837,,-1
HSCHR17_1_CTG5,1475345,1476416,ENSG00000281922,,-1
HSCHR17_1_CTG5,17869,18000,ENSG00000283454,,-1
HSCHR17_1_CTG5,213564,213844,ENSG00000278357,Metazoa_SRP,-1
HSCHR17_1_CTG5,856248,856525,ENSG00000277055,Metazoa_SRP,-1
HSCHR17_1_CTG5,431481,431761,ENSG00000278553,,-1
HSCHR17_1_CTG5,952323,1003890,ENSG00000278232,CRHR1,-1
6,4449392,4468181,ENSG00000285694,,1
21,33518610,33519108,ENSG00000233956,BTF3P6,-1
HSCHR17_1_CTG5,571714,571815,ENSG00000274754,Y_RNA,1
21,33550662,33550728,ENSG00000284448,MIR6501,1
HSCHR17_1_CTG5,1350720,1350821,ENSG00000275775,,1
HSCHR17_1_CTG5,1523630,1523910,ENSG00000275574,,1
HSCHR17_1_CTG5,1748388,1804487,ENSG00000277626,WNT3,-1
6,28525881,28534955,ENSG00000224586,GPX5,1
HSCHR17_1_CTG5,1209819,1211092,ENSG00000281144,,1
21,33559542,33588706,ENSG00000159147,DONSON,-1
HSCHR17_1_CTG5,1209456,1209926,ENSG00000290493,,1
5,4512262,4516776,ENSG00000231291,,1
5,51383448,51394730,ENSG00000016082,ISL1,1
9,30773464,30774732,ENSG00000235626,KRT18P66,1
9,104270228,104286955,ENSG00000242111,TOPORSLP,1
9,93121496,93134251,ENSG00000131669,NINJ1,-1
X,94319038,94320025,ENSG00000227521,TUBB4BP8,1
X,36365626,36440292,ENSG00000226484,,-1
X,88908403,88908763,ENSG00000232576,,1
18,5954706,6415237,ENSG00000154655,L3MBTL4,-1
X,84755136,84756003,ENSG00000237211,SETP4,1
X,90208895,90209418,ENSG00000274022,,-1
6,29076573,29077168,ENSG00000228364,SAR1AP1,-1
X,51095836,51224432,ENSG00000230317,LINC01284,-1
6,20437821,20440178,ENSG00000224707,E2F3-IT1,1
6,29086208,29087313,ENSG00000204703,OR2B3,-1
6,10459906,10460541,ENSG00000238076,MRPL48P1,-1
6,17281361,17293871,ENSG00000112183,RBM24,1
5,23329427,23329892,ENSG00000249289,,-1
5,35938822,35939993,ENSG00000249748,CAPSL-DT,1
5,25319834,25321346,ENSG00000260761,,1
5,7344579,7345921,ENSG00000251678,,1
X,49876724,49879241,ENSG00000234390,USP27X-DT,-1
5,43511058,43521811,ENSG00000248554,C5orf34-AS1,1
X,62843697,62844306,ENSG00000228182,MTND2P25,1
5,29979669,29983114,ENSG00000280305,,1
5,57751192,57751717,ENSG00000249198,,-1
X,84317874,84502479,ENSG00000165259,HDX,-1
5,35896188,35896290,ENSG00000248349,,-1
9,125567579,125573023,ENSG00000227068,,1
5,14704800,14871778,ENSG00000154122,ANKH,-1
9,93955597,93959140,ENSG00000235601,BARX1-DT,1
9,90108244,90108518,ENSG00000278382,,1
9,112028570,112039143,ENSG00000259953,LINC02977,-1
13,111114559,111305737,ENSG00000102606,ARHGEF7,1
5,26670334,26670481,ENSG00000250703,,-1
5,45035199,45098647,ENSG00000248148,,1
5,23980587,23980938,ENSG00000234865,ADH5P5,1
9,77177445,77421537,ENSG00000197969,VPS13A,1
5,38025568,38184717,ENSG00000248461,LINC02119,1
6,19612755,19614036,ENSG00000214012,KRT18P38,1
6,7183083,7185287,ENSG00000225092,,1
6,18363417,18365423,ENSG00000217414,DDX18P3,-1
6,8158162,8760447,ENSG00000285216,,1
5,30365405,30365684,ENSG00000250118,,-1
10,63222155,63223045,ENSG00000234369,TATDN1P1,1
10,24953241,24953513,ENSG00000273107,,1
10,53038285,53038544,ENSG00000231399,SNRPEP8,1
22,15489990,15492564,ENSG00000236831,YME1L1P1,1
X,100149783,100151340,ENSG00000236988,CTDSPL2P1,-1
10,58334979,58370751,ENSG00000072401,UBE2D1,1
HSCHR15_6_CTG8,32135,32976,ENSG00000282193,SYNGR2P1,1
X,95499604,95500036,ENSG00000223467,CALM1P1,1
6,7268306,7347446,ENSG00000124783,SSR1,-1
22,15541436,15578006,ENSG00000237299,,1
HSCHR15_6_CTG8,40622,60748,ENSG00000282362,,-1
HSCHR15_6_CTG8,73462,78123,ENSG00000288148,,1
X,79369364,79370165,ENSG00000270268,CORO1CP1,-1
22,15550904,15553838,ENSG00000235759,ARHGAP42P3,-1
X,82875649,82875885,ENSG00000236365,EIF3MP1,1
HSCHR15_6_CTG8,79331,79567,ENSG00000282654,RN7SL673P,1
HSCHR15_6_CTG8,86493,89760,ENSG00000282324,DNM1P28,-1
HSCHR15_6_CTG8,91393,119424,ENSG00000282509,ULK4P3,1
5,65563236,65587549,ENSG00000113593,PPWD1,1
22,15557577,15560694,ENSG00000233408,,-1
X,78554412,78554751,ENSG00000235061,UBE2V1P7,-1
X,69485343,69485652,ENSG00000231706,CYCSP43,-1
X,51498490,51511005,ENSG00000234766,LINC01496,-1
22,15562017,15564276,ENSG00000215268,,-1
HSCHR15_6_CTG8,99864,99996,ENSG00000282767,U8,1
X,73126037,73128080,ENSG00000204118,NAP1L6P,-1
HSCHR15_6_CTG8,122720,136506,ENSG00000284076,GOLGA8T,1
22,15572089,15573265,ENSG00000213727,,-1
X,90289536,90289903,ENSG00000229667,UBE2V1P9,-1
22,15588361,15588478,ENSG00000230643,,1
X,91434595,91438584,ENSG00000174740,PABPC5,1
22,21463963,21464279,ENSG00000276800,Metazoa_SRP,1
HSCHR15_6_CTG8,131411,131647,ENSG00000282328,RN7SL469P,1
HSCHR15_6_CTG8,138554,141084,ENSG00000282400,DNM1P30,-1
HSCHR15_6_CTG8,141608,141785,ENSG00000282316,,-1
HSCHR15_6_CTG8,211973,214520,ENSG00000282249,,1
HSCHR15_6_CTG8,243378,243484,ENSG00000282009,RNU6-17P,-1
22,21473000,21517533,ENSG00000183506,PI4KAP2,-1
HSCHR15_6_CTG8,341613,345537,ENSG00000282722,,-1
HSCHR15_6_CTG8,352737,352841,ENSG00000282729,Y_RNA,1
X,73077276,73079512,ENSG00000186288,PABPC1L2A,-1
HSCHR15_6_CTG8,359628,497696,ENSG00000282088,CHRNA7,-1
X,89367435,89367600,ENSG00000224065,SRIP2,-1
HSCHR15_6_CTG8,1878790,1902436,ENSG00000286139,ARHGAP11B,-1
X,100969708,100990831,ENSG00000174225,ARL13A,1
HSCHR17_2_CTG2,226365,229558,ENSG00000281590,ABR-AS1,1
HSCHR17_2_CTG2,240276,243012,ENSG00000280938,TRARG1,1
HSCHR15_6_CTG8,1902789,1911566,ENSG00000282554,ARHGAP11B-DT,1
HSCHR15_6_CTG8,1910815,1911606,ENSG00000282670,,-1
HSCHR17_2_CTG2,17546,19017,ENSG00000280563,NXN,-1
HSCHR15_6_CTG8,1915605,1915841,ENSG00000282275,RN7SL628P,-1
HSCHR15_6_CTG8,1917866,1918364,ENSG00000282207,,1
HSCHR15_6_CTG8,1925419,1953364,ENSG00000282689,ULK4P2,-1
HSCHR17_2_CTG2,199812,200021,ENSG00000281251,,1
18,22169589,22202528,ENSG00000141448,GATA6,1
HSCHR17_2_CTG2,286301,342404,ENSG00000274474,YWHAE,-1
HSCHR15_6_CTG8,1944785,1944917,ENSG00000282177,U8,-1
HSCHR15_6_CTG8,1955012,1958279,ENSG00000282701,DNM1P50,1
10,23136924,23137661,ENSG00000229932,YWHAZP3,1
21,33432485,33479974,ENSG00000142188,TMEM50B,-1
HSCHR15_6_CTG8,1963602,1974027,ENSG00000282773,GOLGA8Q,-1
10,42696012,42706453,ENSG00000234864,LINC02632,1
10,44899614,44920220,ENSG00000234504,,-1
HSCHR15_6_CTG8,1965170,1965460,ENSG00000282547,RN7SL796P,-1
HSCHR15_6_CTG8,1980138,1986014,ENSG00000281960,,-1
HSCHR15_6_CTG8,2012398,2018739,ENSG00000282109,MPHOSPH10P2,-1
HSCHR15_6_CTG8,2105615,2105761,ENSG00000282068,,1
10,47496212,47502195,ENSG00000224919,,1
HSCHR15_6_CTG8,2111786,2125658,ENSG00000283589,GOLGA8N,1
10,47300197,47313577,ENSG00000266524,GDF10,1
HSCHR15_6_CTG8,2120470,2120760,ENSG00000282629,RN7SL286P,1
HSCHR15_6_CTG8,2133894,2147151,ENSG00000282168,,1
HSCHR17_2_CTG2,42766,231794,ENSG00000278741,ABR,-1
HSCHR15_6_CTG8,2142469,2159979,ENSG00000285828,,-1
X,98389512,98390919,ENSG00000213704,EEF1A1P15,1
HSCHR15_6_CTG8,2160040,2215515,ENSG00000281931,SCG5,1
10,4024903,4053018,ENSG00000227101,,1
X,80669503,80809877,ENSG00000165288,BRWD3,-1
18,46667821,46759257,ENSG00000101638,ST8SIA5,-1
HSCHR15_6_CTG8,2174450,2191465,ENSG00000282081,SCG5-AS1,-1
10,52230398,52314507,ENSG00000236671,PRKG1-AS1,-1
HSCHR15_6_CTG8,2235684,2237421,ENSG00000282555,GREM1-AS1,-1
HSCHR15_6_CTG8,2236418,2263520,ENSG00000282046,GREM1,1
HSCHR15_6_CTG8,2355397,2355740,ENSG00000282410,,-1
14,106342680,106342980,ENSG00000253491,IGHVII-30-1,-1
14,106163583,106163802,ENSG00000253458,IGHVII-15-1,-1
14,90489010,90491637,ENSG00000259789,,-1
14,96256210,96268967,ENSG00000100739,BDKRB1,1
10,42574185,42638570,ENSG00000196693,ZNF33B,-1
14,105664633,105669843,ENSG00000253755,IGHGP,-1
14,106410493,106411021,ENSG00000211958,IGHV3-38,-1
14,106257762,106258223,ENSG00000253957,IGHV3-22,-1
14,97786565,97789256,ENSG00000258379,,-1
14,104857792,104858836,ENSG00000258593,,-1
4,8482270,8516759,ENSG00000205959,,1
14,105009573,105021083,ENSG00000170779,CDCA4,-1
HSCHR17_2_CTG2,36364,42918,ENSG00000277649,TIMM22,1
HSCHR17_2_CTG2,144554,144820,ENSG00000273728,Metazoa_SRP,-1
4,23723262,23733579,ENSG00000251292,ERVH-1,-1
10,65271319,65315080,ENSG00000235356,,1
4,4820405,4821452,ENSG00000280310,,1
10,25924448,25933710,ENSG00000226304,,-1
10,47563604,47569697,ENSG00000265630,,1
4,3967034,3967660,ENSG00000250476,ENPP7P9,-1
10,45002222,45076066,ENSG00000226937,CEP164P1,-1
4,21949015,22330330,ENSG00000250039,,1
14,106396676,106397114,ENSG00000253359,IGHV3-37,-1
14,87710419,87872291,ENSG00000258807,,-1
21,33266367,33311420,ENSG00000243646,IL10RB,1
14,106324254,106324760,ENSG00000211952,IGHV4-28,-1
4,14470465,14888169,ENSG00000248360,LINC00504,-1
10,35778302,35800920,ENSG00000280719,PCAT5,1
14,106377300,106377733,ENSG00000253325,IGHV7-34-1,-1
10,22964926,23133804,ENSG00000286924,,-1
14,106120207,106120473,ENSG00000254215,IGHVIII-11-1,-1
14,106235064,106235594,ENSG00000211947,IGHV3-21,-1
18,6729716,6915716,ENSG00000088756,ARHGAP28,1
14,106314651,106314975,ENSG00000253482,IGHVII-26-2,-1
14,106088122,106088573,ENSG00000282639,IGHV3-64D,-1
14,96259411,96268624,ENSG00000258793,,-1
14,106354448,106354704,ENSG00000283607,IGHVII-30-21,-1
4,14164455,14242813,ENSG00000249988,,1
14,106174342,106174760,ENSG00000254046,IGHV1-17,-1
14,96423700,96424209,ENSG00000259059,PEBP1P1,-1
14,106389392,106389858,ENSG00000211957,IGHV3-35,-1
14,87952527,87955203,ENSG00000259096,SHLD2P2,1
14,106153624,106154163,ENSG00000211943,IGHV3-15,-1
14,105672308,105673314,ENSG00000213140,ELK2AP,-1
14,106317823,106318236,ENSG00000254326,IGHV7-27,-1
14,90642638,90648894,ENSG00000259163,TTC7B-AS1,1
22,21544897,21545039,ENSG00000252143,,1
22,21545344,21545644,ENSG00000222352,RN7SKP221,-1
22,21555138,21555457,ENSG00000275293,Metazoa_SRP,1
4,9771153,10054936,ENSG00000109667,SLC2A9,-1
22,41301525,41360147,ENSG00000100403,ZC3H7B,1
14,106392774,106393231,ENSG00000253240,IGHV3-36,-1
10,33177492,33336262,ENSG00000099250,NRP1,-1
14,104904342,104905204,ENSG00000259067,,1
6,1389576,1395603,ENSG00000137273,FOXF2,1
14,106289029,106289479,ENSG00000253441,IGHV3-25,-1
16,23278231,23381294,ENSG00000168447,SCNN1B,1
6,28587378,28591747,ENSG00000246350,ZBED9-AS1,1
5,39888576,39889059,ENSG00000248651,GCSHP1,-1
X,86798598,86799226,ENSG00000271290,COPS8P1,-1
5,31840492,31840971,ENSG00000241739,RPL21P56,-1
6,14210293,14214374,ENSG00000286281,,1
X,87703343,87704203,ENSG00000237506,RPSAP15,-1
6,1513698,1515289,ENSG00000218027,,-1
14,92703807,92748679,ENSG00000100600,LGMN,-1
5,43571594,43603230,ENSG00000248092,NNT-AS1,-1
6,20329922,20334411,ENSG00000287483,,-1
X,42723209,42755892,ENSG00000287223,,-1
6,19638040,19638808,ENSG00000217314,UQCRFS1P3,-1
X,92113246,92114461,ENSG00000229132,EIF4A1P10,-1
6,21593751,21598619,ENSG00000124766,SOX4,1
X,64432401,64434145,ENSG00000230889,SHC1P1,1
6,4488798,4495769,ENSG00000260239,LINC02533,1
X,69616067,70039472,ENSG00000158813,EDA,1
5,23013048,23014527,ENSG00000249404,,1
6,10213881,10214362,ENSG00000229765,RPL21P62,-1
6,29229227,29230157,ENSG00000213911,OR2G1P,-1
5,38682070,38685126,ENSG00000251189,,1
6,22663507,22675493,ENSG00000286954,,1
5,55551885,55552554,ENSG00000249410,AK4P2,-1
6,20534457,21232404,ENSG00000145996,CDKAL1,1
5,41925254,41941743,ENSG00000151876,FBXO4,1
21,33403413,33479348,ENSG00000159128,IFNGR2,1
15,77420412,77485607,ENSG00000140382,HMG20A,1
HSCHR15_9_CTG8,53467,53567,ENSG00000291986,Y_RNA,1
HSCHR15_9_CTG8,82056,98563,ENSG00000291987,NUTM1,1
6,10474500,10478502,ENSG00000231056,LINC02522,-1
22,41367333,41399326,ENSG00000167074,TEF,1
6,24171755,24358059,ENSG00000146038,DCDC2,-1
HSCHR15_9_CTG8,114385,115447,ENSG00000291988,ACTG1P15,-1
